# OpenSignals Text File Format
# {"00:07:80:FC:57:23": {"sensor": ["EMG"], "device name": "00:07:80:FC:57:23", "column": ["nSeq", "DI", "bicept"], "sync interval": 2, "time": "13:21:29.431", "comments": "", "device connection": "BTH00:07:80:FC:57:23", "channels": [4], "keywords": "", "convertedValues": 0, "digital IO": [0, 1], "mode": 0, "date": "2018-7-9", "firmware version": 773, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["bicept"], "resolution": [16], "forcePlatform values": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "special": [{}]}}
# EndOfHeader
0	0	32766	
1	0	32733	
2	0	32703	
3	0	32699	
4	0	32652	
5	0	32649	
6	0	32749	
7	0	32751	
8	0	32809	
9	0	32813	
10	0	32897	
11	0	32813	
12	0	32770	
13	0	32775	
14	0	32710	
15	0	32748	
16	0	32849	
17	0	32933	
18	0	32892	
19	0	32826	
20	0	32816	
21	0	32773	
22	0	32727	
23	0	32724	
24	0	32781	
25	0	32807	
26	0	32731	
27	0	32812	
28	0	32829	
29	0	32807	
30	0	32817	
31	0	32773	
32	0	32765	
33	0	32767	
34	0	32686	
35	0	32748	
36	0	32743	
37	0	32759	
38	0	32748	
39	0	32775	
40	0	32823	
41	0	32729	
42	0	32681	
43	0	32850	
44	0	33216	
45	0	33311	
46	0	33263	
47	0	33223	
48	0	32997	
49	0	32641	
50	0	32167	
51	0	31981	
52	0	31941	
53	0	31901	
54	0	31984	
55	0	32071	
56	0	32391	
57	0	32792	
58	0	33101	
59	0	33352	
60	0	33338	
61	0	33345	
62	0	33296	
63	0	33149	
64	0	32990	
65	0	32914	
66	0	32935	
67	0	32833	
68	0	32728	
69	0	32766	
70	0	32806	
71	0	32743	
72	0	32629	
73	0	32656	
74	0	32731	
75	0	32707	
76	0	32718	
77	0	32730	
78	0	32752	
79	0	32676	
80	0	32692	
81	0	32793	
82	0	32800	
83	0	32774	
84	0	32803	
85	0	32827	
86	0	32804	
87	0	32837	
88	0	32773	
89	0	32775	
90	0	32821	
91	0	32836	
92	0	32769	
93	0	32749	
94	0	32768	
95	0	32683	
96	0	32732	
97	0	32835	
98	0	32813	
99	0	32768	
100	0	32753	
101	0	32772	
102	0	32751	
103	0	32728	
104	0	32786	
105	0	32746	
106	0	32745	
107	0	32718	
108	0	32686	
109	0	32647	
110	0	32724	
111	0	32732	
112	0	32792	
113	0	32783	
114	0	32856	
115	0	32870	
116	0	32793	
117	0	32764	
118	0	32770	
119	0	32812	
120	0	32829	
121	0	32813	
122	0	32743	
123	0	32791	
124	0	32802	
125	0	32762	
126	0	32768	
127	0	32738	
128	0	32764	
129	0	32775	
130	0	32730	
131	0	32674	
132	0	32674	
133	0	32785	
134	0	32804	
135	0	32821	
136	0	32856	
137	0	32795	
138	0	32825	
139	0	32858	
140	0	32867	
141	0	32828	
142	0	32911	
143	0	32873	
144	0	32853	
145	0	32727	
146	0	32682	
147	0	32695	
148	0	32652	
149	0	32577	
150	0	32687	
151	0	32673	
152	0	32740	
153	0	32769	
154	0	32851	
155	0	32765	
156	0	32774	
157	0	32796	
158	0	32801	
159	0	32832	
160	0	32860	
161	0	32856	
162	0	32813	
163	0	32842	
164	0	32787	
165	0	32769	
166	0	32768	
167	0	32757	
168	0	32775	
169	0	32711	
170	0	32704	
171	0	32701	
172	0	32675	
173	0	32786	
174	0	32799	
175	0	32829	
176	0	32822	
177	0	32746	
178	0	32704	
179	0	32768	
180	0	32832	
181	0	32802	
182	0	32771	
183	0	32738	
184	0	32688	
185	0	32769	
186	0	32784	
187	0	32806	
188	0	32817	
189	0	32861	
190	0	32827	
191	0	32758	
192	0	32803	
193	0	32848	
194	0	32817	
195	0	32741	
196	0	32695	
197	0	32751	
198	0	32750	
199	0	32748	
200	0	32829	
201	0	32793	
202	0	32766	
203	0	32722	
204	0	32774	
205	0	32791	
206	0	32742	
207	0	32801	
208	0	32809	
209	0	32806	
210	0	32775	
211	0	32763	
212	0	32762	
213	0	32798	
214	0	32730	
215	0	32751	
216	0	32846	
217	0	32798	
218	0	32678	
219	0	32688	
220	0	32762	
221	0	32709	
222	0	32633	
223	0	32616	
224	0	32788	
225	0	32937	
226	0	32852	
227	0	32852	
228	0	32834	
229	0	32814	
230	0	32926	
231	0	32821	
232	0	32807	
233	0	32788	
234	0	32740	
235	0	32626	
236	0	32664	
237	0	32703	
238	0	32813	
239	0	32744	
240	0	32783	
241	0	32752	
242	0	32767	
243	0	32856	
244	0	32828	
245	0	32772	
246	0	32751	
247	0	32753	
248	0	32711	
249	0	32731	
250	0	32613	
251	0	32671	
252	0	32761	
253	0	32786	
254	0	32800	
255	0	32753	
256	0	32702	
257	0	32768	
258	0	32848	
259	0	32737	
260	0	32729	
261	0	32738	
262	0	32739	
263	0	32831	
264	0	32892	
265	0	32846	
266	0	32861	
267	0	32836	
268	0	33159	
269	0	33274	
270	0	33287	
271	0	33271	
272	0	33213	
273	0	32990	
274	0	32446	
275	0	32135	
276	0	31930	
277	0	31778	
278	0	31807	
279	0	31879	
280	0	32203	
281	0	32621	
282	0	32812	
283	0	33046	
284	0	33185	
285	0	33287	
286	0	33287	
287	0	33159	
288	0	32857	
289	0	32889	
290	0	33024	
291	0	32925	
292	0	32884	
293	0	32815	
294	0	32817	
295	0	32860	
296	0	32811	
297	0	32795	
298	0	32775	
299	0	32698	
300	0	32696	
301	0	32799	
302	0	32812	
303	0	32895	
304	0	32828	
305	0	32723	
306	0	32815	
307	0	32741	
308	0	32744	
309	0	32583	
310	0	32647	
311	0	32711	
312	0	32743	
313	0	32768	
314	0	32753	
315	0	32798	
316	0	32812	
317	0	32772	
318	0	32825	
319	0	32717	
320	0	32736	
321	0	32763	
322	0	32822	
323	0	32816	
324	0	32875	
325	0	32808	
326	0	32837	
327	0	32788	
328	0	32773	
329	0	32774	
330	0	32775	
331	0	32732	
332	0	32646	
333	0	32646	
334	0	32665	
335	0	32735	
336	0	32839	
337	0	32850	
338	0	32823	
339	0	32826	
340	0	32786	
341	0	32854	
342	0	32888	
343	0	32871	
344	0	32775	
345	0	32748	
346	0	32655	
347	0	32623	
348	0	32670	
349	0	32598	
350	0	32651	
351	0	32789	
352	0	32807	
353	0	32661	
354	0	32652	
355	0	32831	
356	0	32791	
357	0	32854	
358	0	32875	
359	0	32850	
360	0	32806	
361	0	32774	
362	0	32707	
363	0	32765	
364	0	32775	
365	0	32825	
366	0	32861	
367	0	32882	
368	0	32722	
369	0	32784	
370	0	32807	
371	0	32797	
372	0	32736	
373	0	32716	
374	0	32775	
375	0	32871	
376	0	32773	
377	0	32752	
378	0	32732	
379	0	32743	
380	0	32738	
381	0	32666	
382	0	32719	
383	0	32795	
384	0	32795	
385	0	32835	
386	0	32746	
387	0	32711	
388	0	32749	
389	0	32772	
390	0	32800	
391	0	32764	
392	0	32795	
393	0	32903	
394	0	32775	
395	0	32783	
396	0	32874	
397	0	33176	
398	0	33274	
399	0	33315	
400	0	33206	
401	0	33091	
402	0	32729	
403	0	32355	
404	0	32063	
405	0	31945	
